account_id,geo_match_count,geo_under_500_count,geo_between_501_1000_count,geo_between_1001_1599_count,geo_between_1600_1800_count,geo_proximity_score,connections,matched_locations,memo_values
ACCT01404,1,0,1,0,0,7,2,Normal non-reference transaction location,2
ACCT00751,1,0,0,1,0,3,1,Normal non-reference transaction location,1
ACCT00977,3,0,0,3,0,9,3,"Normal non-reference transaction location; 5900 Highway 225, Deer Park, TX",3
ACCT00752,1,0,1,0,0,7,1,Normal non-reference transaction location,1
ACCT01591,2,0,1,1,0,10,2,Normal non-reference transaction location,2
ACCT00753,1,1,0,0,0,10,1,Normal non-reference transaction location,1
ACCT01459,4,1,2,1,0,27,5,"Normal non-reference transaction location; San Luis, AZ; Refineria Lazaro Cardenas del Rio, Minatitlan, Veracruz",5
ACCT00754,2,1,0,0,1,12,2,Normal non-reference transaction location,2
ACCT00755,2,1,1,0,0,17,2,Normal non-reference transaction location,2
ACCT00757,2,0,0,2,0,6,2,Normal non-reference transaction location,2
ACCT00758,3,2,0,1,0,23,3,"Normal non-reference transaction location; Refineria Lazaro Cardenas del Rio, Minatitlan, Veracruz",2
ACCT02053,3,1,0,1,1,15,3,Normal non-reference transaction location,2
ACCT00759,1,0,1,0,0,7,2,Normal non-reference transaction location,2
ACCT01531,2,0,1,0,1,9,3,"Normal non-reference transaction location; Bridge of the Americas Port Entry, El Paso, TX",3
ACCT00760,1,0,1,0,0,7,1,Normal non-reference transaction location,1
ACCT00761,2,1,0,0,1,12,2,Normal non-reference transaction location,2
ACCT00762,1,1,0,0,0,10,1,"Bachigualato, Culiacan, Sinaloa",1
ACCT00763,1,0,0,1,0,3,1,Normal non-reference transaction location,1
ACCT02185,2,0,0,2,0,6,2,Normal non-reference transaction location,2
ACCT02316,2,0,1,1,0,10,2,Normal non-reference transaction location,2
ACCT01535,2,2,0,0,0,20,2,Normal non-reference transaction location,1
ACCT02415,3,0,2,0,1,16,3,"Normal non-reference transaction location; Bachigualato, Culiacan, Sinaloa",3
ACCT00767,2,0,1,1,0,10,3,Normal non-reference transaction location,2
ACCT00768,1,0,0,1,0,3,1,Normal non-reference transaction location,1
ACCT00771,1,0,0,0,1,2,1,Normal non-reference transaction location,1
ACCT00772,2,2,0,0,0,20,2,Normal non-reference transaction location,2
ACCT00810,2,1,1,0,0,17,2,Normal non-reference transaction location,2
ACCT00974,2,0,1,1,0,10,2,Normal non-reference transaction location,1
ACCT00774,1,0,1,0,0,7,1,Normal non-reference transaction location,1
ACCT00776,1,1,0,0,0,10,1,Normal non-reference transaction location,1
ACCT01953,2,2,0,0,0,20,2,Normal non-reference transaction location,2
ACCT00777,1,0,1,0,0,7,2,Normal non-reference transaction location,2
ACCT00778,1,0,0,1,0,3,1,Normal non-reference transaction location,1
ACCT00779,3,2,1,0,0,27,3,"Normal non-reference transaction location; Hanhong Medicine Technology Company, Wuhan, China",3
ACCT01329,2,2,0,0,0,20,2,Normal non-reference transaction location,2
ACCT00780,3,0,2,0,1,16,3,"Normal non-reference transaction location; Matamoros, Tamaulipas, Mexico",3
ACCT01365,1,0,0,0,1,2,2,"Matamoros, Tamaulipas, Mexico",2
ACCT01579,2,0,1,1,0,10,2,"Normal non-reference transaction location; Juarez, Chihuahua, Mexico",2
ACCT00782,2,0,1,0,1,9,2,Normal non-reference transaction location; PRC to Sinaloa Corridor,2
ACCT02143,2,0,1,1,0,10,2,Normal non-reference transaction location,2
ACCT01441,3,1,2,0,0,24,3,"Lincoln/Juarez Bridge, Laredo, TX; 7141 Office City Dr, Houston, TX; Jiangsu Bangdeya New Material Technology Company, Changzhou, China",3
ACCT00784,1,1,0,0,0,10,1,Normal non-reference transaction location,1
ACCT01383,2,1,0,1,0,13,2,Normal non-reference transaction location,2
ACCT02283,2,1,1,0,0,17,3,"Normal non-reference transaction location; Anliang Dongyi Financial Plaza, Hefei, Anhui, China",3
ACCT00786,1,1,0,0,0,10,1,"5900 Highway 225, Deer Park, TX",1
ACCT01270,2,2,0,0,0,20,2,"5900 Highway 225, Deer Park, TX",2
ACCT00787,1,1,0,0,0,10,1,"Tamazula de Gordiano, Jalisco, Mexico",1
ACCT00788,1,1,0,0,0,10,1,"7141 Office City Dr, Houston, TX",1
ACCT01129,2,2,0,0,0,20,3,"Normal non-reference transaction location; 7141 Office City Dr, Houston, TX",3
ACCT00789,1,0,0,0,1,2,1,Normal non-reference transaction location,1
ACCT00790,4,1,1,2,0,23,4,Normal non-reference transaction location,4
ACCT01151,2,0,0,2,0,6,3,Normal non-reference transaction location,3
ACCT00791,1,1,0,0,0,10,1,"Hebei Blvd, Zhengding, Shijiazhuang, Hebei, China",1
ACCT00792,1,0,1,0,0,7,1,Normal non-reference transaction location,1
ACCT00919,3,0,2,0,1,16,3,Normal non-reference transaction location,3
ACCT00793,1,0,1,0,0,7,1,"Lazaro Cardenas Port, Michoacan, Mexico",1
ACCT01551,2,0,1,1,0,10,3,"Normal non-reference transaction location; Lazaro Cardenas Port, Michoacan, Mexico",3
ACCT00795,0,0,0,0,0,0,1,,1
ACCT01581,2,1,1,0,0,17,3,Normal non-reference transaction location,3
ACCT00796,2,1,0,1,0,13,2,"PRC Corridor to Sinaloa, Mexico Corridor; Hebei Blvd, Zhengding, Shijiazhuang, Hebei, China",2
ACCT01764,2,2,0,0,0,20,2,"Normal non-reference transaction location; PRC Corridor to Sinaloa, Mexico Corridor",2
ACCT01320,3,0,1,2,0,13,3,"Normal non-reference transaction location; Av Central 450, Reynosa, Tamaulipas",3
ACCT01959,2,0,2,0,0,14,3,Normal non-reference transaction location,3
ACCT00799,2,2,0,0,0,20,2,"Normal non-reference transaction location; Yanking Blvd, Jiangtan, Jiang'an District, Wuhan, China",2
ACCT00915,3,2,0,0,1,22,3,Normal non-reference transaction location,3
ACCT01066,2,0,0,0,2,4,2,"Normal non-reference transaction location; 4215 Ketcham Street, Elmhurst, NY",1
ACCT00801,2,0,0,2,0,6,2,Normal non-reference transaction location,2
ACCT02433,2,0,1,1,0,10,2,Normal non-reference transaction location,2
ACCT00802,1,0,1,0,0,7,1,Normal non-reference transaction location,1
ACCT02326,4,0,3,1,0,24,4,"Normal non-reference transaction location; 5900 Highway 225, Deer Park, TX",4
ACCT01195,3,1,0,1,1,15,3,"Normal non-reference transaction location; Bridge of the Americas Port Entry, El Paso, TX",3
ACCT00804,1,0,0,0,1,2,1,Normal non-reference transaction location,1
ACCT00805,1,0,0,0,1,2,1,"Lincoln/Juarez Bridge, Laredo, TX",1
ACCT01759,3,1,0,0,2,14,3,"Normal non-reference transaction location; Lincoln/Juarez Bridge, Laredo, TX; Manzanillo, Colima, Mexico",3
ACCT00806,2,0,1,1,0,10,2,Normal non-reference transaction location,2
ACCT01931,2,0,0,2,0,6,2,Normal non-reference transaction location,2
ACCT00807,2,1,1,0,0,17,2,"Normal non-reference transaction location; Hebei Blvd, Zhengding, Shijiazhuang, Hebei, China",2
ACCT01470,2,1,0,1,0,13,2,Normal non-reference transaction location,2
ACCT00808,2,1,1,0,0,17,2,"Normal non-reference transaction location; Matamoros, Tamaulipas, Mexico",2
ACCT00809,1,0,1,0,0,7,1,Normal non-reference transaction location,1
ACCT02174,2,0,2,0,0,14,2,Normal non-reference transaction location,2
ACCT00812,2,1,0,0,1,12,2,"7141 Office City Dr, Houston, TX; Lincoln/Juarez Bridge, Laredo, TX",2
ACCT01281,3,1,1,0,1,19,3,"Normal non-reference transaction location; 7141 Office City Dr, Houston, TX",2
ACCT00814,1,0,0,0,1,2,1,"4215 Ketcham Street, Elmhurst, NY",1
ACCT01508,3,0,1,0,2,11,3,"4215 Ketcham Street, Elmhurst, NY; PRC to Sinaloa Corridor; Rancho la Lagunita, Mezquital, Durango",2
ACCT00817,1,1,0,0,0,10,1,Normal non-reference transaction location,1
ACCT02129,2,2,0,0,0,20,3,Normal non-reference transaction location,3
ACCT00818,2,2,0,0,0,20,2,Normal non-reference transaction location,2
ACCT01788,2,1,1,0,0,17,2,Normal non-reference transaction location,1
ACCT00820,2,0,1,1,0,10,2,Normal non-reference transaction location,2
ACCT02236,2,1,1,0,0,17,2,"Normal non-reference transaction location; 7141 Office City Dr, Houston, TX",2
ACCT00823,1,0,1,0,0,7,1,Normal non-reference transaction location,1
ACCT00824,3,2,0,1,0,23,3,"Normal non-reference transaction location; 4215 Ketcham Street, Elmhurst, NY",3
ACCT00825,2,1,0,1,0,13,2,Normal non-reference transaction location,2
ACCT02491,2,0,0,1,1,5,2,Normal non-reference transaction location,2
ACCT00826,2,0,1,0,1,9,2,"Normal non-reference transaction location; Manzanillo, Colima, Mexico",2
ACCT02314,2,0,0,1,1,5,2,Normal non-reference transaction location,2
ACCT00828,1,0,0,0,1,2,1,Normal non-reference transaction location,1
ACCT01208,4,1,1,0,2,21,4,Normal non-reference transaction location,3
ACCT00829,2,0,1,0,1,9,2,Normal non-reference transaction location,2
ACCT00830,1,1,0,0,0,10,2,"5900 Highway 225, Deer Park, TX",1
ACCT01668,4,4,0,0,0,40,4,"Normal non-reference transaction location; 5900 Highway 225, Deer Park, TX; San Luis, AZ",4
ACCT00831,2,0,1,0,1,9,2,"Normal non-reference transaction location; Veracruz de Ignacio de la Llave, Mexico",2
ACCT00832,1,1,0,0,0,10,1,Normal non-reference transaction location,1
ACCT01562,3,1,1,1,0,20,3,"Normal non-reference transaction location; Rancho la Lagunita, Mezquital, Durango",3
ACCT00833,2,0,0,1,1,5,2,"San Ysidro Blvd, San Diego, CA; Lazaro Cardenas, Michoacan, Mexico",2
ACCT01813,2,0,0,0,2,4,2,"Bachigualato, Culiacan, Sinaloa; Lazaro Cardenas, Michoacan, Mexico",2
ACCT00834,2,0,1,1,0,10,3,Normal non-reference transaction location,2
ACCT01355,3,1,1,1,0,20,4,"Normal non-reference transaction location; PRC Corridor to Sinaloa, Mexico Corridor",4
ACCT00835,2,0,0,2,0,6,2,Normal non-reference transaction location,2
ACCT02286,2,1,0,1,0,13,2,"Normal non-reference transaction location; Nogales, AZ",2
ACCT00836,3,3,0,0,0,30,3,"Normal non-reference transaction location; San Ysidro Blvd, San Diego, CA; Anliang Dongyi Financial Plaza, Hefei, Anhui, China",3
ACCT01073,3,2,0,1,0,23,3,"Normal non-reference transaction location; Nogales, AZ",3
ACCT00837,2,0,1,1,0,10,2,Normal non-reference transaction location,2
ACCT00895,1,0,0,1,0,3,2,Normal non-reference transaction location,2
ACCT01231,2,0,0,0,2,4,2,Normal non-reference transaction location,2
ACCT00839,1,1,0,0,0,10,1,"Cadereyta Jimenez, Nuevo Leon, Mexico",1
ACCT01074,3,2,0,1,0,23,3,"Normal non-reference transaction location; Cadereyta Jimenez, Nuevo Leon, Mexico",2
ACCT00840,0,0,0,0,0,0,1,,1
ACCT02328,6,2,0,3,1,31,7,Normal non-reference transaction location,6
ACCT00841,2,0,0,1,1,5,2,Normal non-reference transaction location,2
ACCT02022,3,0,1,1,1,12,3,Normal non-reference transaction location,3
ACCT00842,0,0,0,0,0,0,1,,1
ACCT01020,3,0,0,2,1,8,3,"Mexicali, Baja California, Mexico; Normal non-reference transaction location",3
ACCT00845,1,0,1,0,0,7,1,Normal non-reference transaction location,1
ACCT01812,2,0,1,0,1,9,2,"Normal non-reference transaction location; Rancho la Lagunita, Mezquital, Durango",2
ACCT00848,3,0,3,0,0,21,3,"Blvd Dolores del Rio No. 704, Queretaro; Lincoln/Juarez Bridge, Laredo, TX; Matamoros, Tamaulipas, Mexico",3
ACCT00849,1,0,1,0,0,7,1,Normal non-reference transaction location,1
ACCT01542,1,0,1,0,0,7,2,Normal non-reference transaction location,2
ACCT00850,1,0,0,1,0,3,1,Normal non-reference transaction location,1
ACCT00851,1,0,1,0,0,7,1,"PRC Corridor to Sinaloa, Mexico Corridor",1
ACCT00852,1,0,0,1,0,3,1,Normal non-reference transaction location,1
ACCT02292,3,0,2,1,0,17,3,"Normal non-reference transaction location; Hanhong Medicine Technology Company, Wuhan, China",3
ACCT00853,3,2,1,0,0,27,3,"Normal non-reference transaction location; Rancho la Lagunita, Mezquital, Durango",3
ACCT01920,2,1,1,0,0,17,2,"Normal non-reference transaction location; Bachigualato, Culiacan, Sinaloa",2
ACCT01198,2,2,0,0,0,20,2,"Normal non-reference transaction location; Hebei Blvd, Zhengding, Shijiazhuang, Hebei, China",2
ACCT00855,2,0,0,1,1,5,2,Normal non-reference transaction location,2
ACCT00856,3,3,0,0,0,30,3,Normal non-reference transaction location,3
ACCT01679,1,1,0,0,0,10,2,Normal non-reference transaction location,2
ACCT00857,4,2,1,1,0,30,4,Normal non-reference transaction location,4
ACCT01415,2,1,0,1,0,13,2,"Normal non-reference transaction location; San Luis, AZ",2
ACCT00858,1,0,0,0,1,2,1,Normal non-reference transaction location,1
ACCT02460,3,1,0,0,2,14,3,Normal non-reference transaction location,3
ACCT01461,1,0,0,1,0,3,3,Normal non-reference transaction location,3
ACCT00975,2,0,1,1,0,10,2,Normal non-reference transaction location,2
ACCT00862,1,1,0,0,0,10,1,Normal non-reference transaction location,1
ACCT02162,1,1,0,0,0,10,2,Normal non-reference transaction location,2
ACCT00863,1,0,0,1,0,3,1,Normal non-reference transaction location,1
ACCT00864,2,0,1,1,0,10,2,Normal non-reference transaction location,2
ACCT02248,1,0,1,0,0,7,2,Normal non-reference transaction location,2
ACCT00865,1,0,0,1,0,3,2,Normal non-reference transaction location,2
ACCT01715,2,1,0,1,0,13,2,"Normal non-reference transaction location; San Ysidro Blvd, San Diego, CA",2
ACCT00866,1,0,0,1,0,3,2,Normal non-reference transaction location,2
ACCT01454,2,1,0,1,0,13,3,"PRC Corridor to Sinaloa, Mexico Corridor; Hanhong Medicine Technology Company, Wuhan, China",2
ACCT00867,2,0,0,2,0,6,2,"Normal non-reference transaction location; 111 Jalnidhi Complex, Opp. Bahumali Building, Surat, Gujarat 395001",2
ACCT00868,3,2,0,1,0,23,3,Normal non-reference transaction location,3
ACCT01240,3,1,1,1,0,20,3,Normal non-reference transaction location,3
ACCT00869,1,0,0,1,0,3,1,Normal non-reference transaction location,1
ACCT00870,1,1,0,0,0,10,1,Normal non-reference transaction location,1
ACCT02459,2,1,1,0,0,17,2,"Normal non-reference transaction location; San Luis, AZ",2
ACCT00871,1,0,0,1,0,3,1,Normal non-reference transaction location,1
ACCT00872,0,0,0,0,0,0,1,,1
ACCT00873,1,0,0,1,0,3,1,Normal non-reference transaction location,1
ACCT02217,3,1,0,2,0,16,3,Normal non-reference transaction location,3
ACCT00874,1,0,1,0,0,7,1,"Xiamen Section, China Pilot Free Trade Zone",1
ACCT00875,1,0,1,0,0,7,1,"Xiamen Section, China Pilot Free Trade Zone",1
ACCT01121,5,2,3,0,0,41,5,"Normal non-reference transaction location; PRC Corridor to Sinaloa, Mexico Corridor; 111 Jalnidhi Complex, Opp. Bahumali Building, Surat, Gujarat 395001; Paseo International South, San Diego, CA",4
ACCT00993,2,0,2,0,0,14,2,Normal non-reference transaction location,2
ACCT00878,1,0,1,0,0,7,1,Normal non-reference transaction location,1
ACCT00935,2,1,1,0,0,17,2,Normal non-reference transaction location,2
ACCT00879,2,0,0,2,0,6,2,Normal non-reference transaction location,2
ACCT01211,3,2,0,1,0,23,3,"Normal non-reference transaction location; PRC Corridor to Sinaloa, Mexico Corridor",3
ACCT00880,1,0,0,1,0,3,1,Normal non-reference transaction location,1
ACCT00881,2,0,1,1,0,10,2,"PRC Corridor to Sinaloa, Mexico Corridor; 111 Jalnidhi Complex, Opp. Bahumali Building, Surat, Gujarat 395001",2
ACCT01444,1,0,0,1,0,3,2,"PRC Corridor to Sinaloa, Mexico Corridor",2
ACCT00882,1,1,0,0,0,10,1,Normal non-reference transaction location,1
ACCT01951,2,1,0,1,0,13,2,Normal non-reference transaction location,2
ACCT00883,0,0,0,0,0,0,1,,1
ACCT01624,3,0,1,1,1,12,5,"216 Zhongshan East Rd, Shijiazhuang, Hebei, China; Normal non-reference transaction location",4
ACCT01071,2,1,0,1,0,13,3,Normal non-reference transaction location,3
ACCT00885,2,0,1,1,0,10,2,"Normal non-reference transaction location; Bridge of the Americas Port Entry, El Paso, TX",1
ACCT02498,4,1,1,2,0,23,4,"Normal non-reference transaction location; Jiangsu Bangdeya New Material Technology Company, Changzhou, China; Refineria Lazaro Cardenas del Rio, Minatitlan, Veracruz; Hebei Blvd, Zhengding, Shijiazhuang, Hebei, China",4
ACCT00888,1,0,0,0,1,2,1,Normal non-reference transaction location,1
ACCT00890,2,1,0,0,1,12,2,"Normal non-reference transaction location; Manzanillo, Colima, Mexico",2
ACCT00891,2,0,1,0,1,9,2,Normal non-reference transaction location,2
ACCT01146,3,0,2,1,0,17,3,Normal non-reference transaction location,3
ACCT00893,1,0,0,0,1,2,1,Normal non-reference transaction location,1
ACCT02443,2,0,0,1,1,5,2,Normal non-reference transaction location,2
ACCT01970,2,0,1,1,0,10,2,Normal non-reference transaction location,2
ACCT00896,3,1,0,2,0,16,3,Normal non-reference transaction location,3
ACCT02018,2,0,0,2,0,6,2,Normal non-reference transaction location,2
ACCT00897,1,0,0,1,0,3,2,Normal non-reference transaction location,2
ACCT00899,1,0,0,1,0,3,1,Normal non-reference transaction location,1
ACCT01125,2,0,0,2,0,6,2,Normal non-reference transaction location,2
ACCT00900,2,2,0,0,0,20,2,Normal non-reference transaction location,2
ACCT00901,1,0,0,1,0,3,1,Normal non-reference transaction location,1
ACCT00902,1,1,0,0,0,10,1,Normal non-reference transaction location,1
ACCT00903,1,1,0,0,0,10,1,"Nogales, AZ",1
ACCT00904,2,2,0,0,0,20,2,Normal non-reference transaction location,2
ACCT00905,1,0,0,1,0,3,1,"Badiraguato, Sinaloa, Mexico",1
ACCT02296,1,0,0,1,0,3,2,"Badiraguato, Sinaloa, Mexico",2
ACCT01897,3,0,2,0,1,16,3,"Normal non-reference transaction location; Bridge of the Americas Port Entry, El Paso, TX; Bachigualato, Culiacan, Sinaloa",2
ACCT00907,0,0,0,0,0,0,1,,1
ACCT00908,1,0,0,0,1,2,1,Normal non-reference transaction location,1
ACCT01585,2,0,1,0,1,9,2,"Normal non-reference transaction location; Matamoros, Tamaulipas, Mexico",2
ACCT00909,2,0,1,0,1,9,2,"Normal non-reference transaction location; Xiamen Section, China Pilot Free Trade Zone",2
ACCT00910,3,1,1,1,0,20,3,Normal non-reference transaction location,3
ACCT02242,4,0,4,0,0,28,4,Normal non-reference transaction location,4
ACCT00911,1,0,1,0,0,7,1,"4215 Ketcham Street, Elmhurst, NY",1
ACCT00912,2,1,1,0,0,17,2,"4215 Ketcham Street, Elmhurst, NY; Jiangsu Bangdeya New Material Technology Company, Changzhou, China",2
ACCT00913,2,1,1,0,0,17,2,"Mexicali, Baja California, Mexico; Normal non-reference transaction location",2
ACCT00914,1,1,0,0,0,10,1,Normal non-reference transaction location,1
ACCT00916,1,0,0,1,0,3,1,Normal non-reference transaction location,1
ACCT00917,5,1,0,3,1,21,5,"216 Zhongshan East Rd, Shijiazhuang, Hebei, China; Hanhong Medicine Technology Company, Wuhan, China; Normal non-reference transaction location",5
ACCT01369,5,0,4,1,0,31,5,"216 Zhongshan East Rd, Shijiazhuang, Hebei, China; Normal non-reference transaction location; Anliang Dongyi Financial Plaza, Hefei, Anhui, China",3
ACCT00918,1,0,1,0,0,7,1,Normal non-reference transaction location,1
ACCT00920,1,0,0,1,0,3,1,"Nogales, AZ",1
ACCT00921,1,0,0,0,1,2,1,Normal non-reference transaction location,1
ACCT01652,1,0,0,0,1,2,2,Normal non-reference transaction location,2
ACCT00923,1,0,0,1,0,3,1,Normal non-reference transaction location,1
ACCT01330,3,0,1,1,1,12,3,"Normal non-reference transaction location; Avenida Marina Nacional No 329, Miguel Hidalgo, Ciudad de Mexico",3
ACCT00925,0,0,0,0,0,0,1,,1
ACCT00939,1,0,1,0,0,7,2,"Brownsville, TX",2
ACCT00927,1,1,0,0,0,10,1,"Xiamen Section, China Pilot Free Trade Zone",1
ACCT00929,1,1,0,0,0,10,1,Normal non-reference transaction location,1
ACCT01218,2,1,0,1,0,13,3,Normal non-reference transaction location,3
ACCT00930,3,0,2,0,1,16,4,Normal non-reference transaction location,3
ACCT00931,3,2,1,0,0,27,3,"Normal non-reference transaction location; Bachigualato, Culiacan, Sinaloa",3
ACCT02209,2,2,0,0,0,20,2,Normal non-reference transaction location,2
ACCT00932,2,1,0,1,0,13,2,Normal non-reference transaction location,2
ACCT00933,2,0,0,2,0,6,2,Normal non-reference transaction location,2
ACCT00934,0,0,0,0,0,0,1,,1
ACCT00973,2,1,1,0,0,17,2,Normal non-reference transaction location,2
ACCT00937,1,0,0,1,0,3,1,Normal non-reference transaction location,1
ACCT00938,3,0,1,2,0,13,3,"Normal non-reference transaction location; 2350 N Sam Houston Parkway East, Houston, TX",3
ACCT02371,2,1,1,0,0,17,2,Normal non-reference transaction location,2
ACCT00941,1,1,0,0,0,10,1,Normal non-reference transaction location,1
ACCT00942,1,0,0,1,0,3,1,"Manzanillo, Colima, Mexico",1
ACCT01136,1,0,0,1,0,3,2,"Manzanillo, Colima, Mexico",2
ACCT00944,2,0,2,0,0,14,3,Normal non-reference transaction location,3
ACCT00945,1,1,0,0,0,10,1,"Refineria Lazaro Cardenas del Rio, Minatitlan, Veracruz",1
ACCT01213,3,1,0,1,1,15,3,"Normal non-reference transaction location; Refineria Lazaro Cardenas del Rio, Minatitlan, Veracruz",3
ACCT00946,1,0,1,0,0,7,1,Normal non-reference transaction location,1
ACCT00947,1,0,1,0,0,7,1,Normal non-reference transaction location,1
ACCT01423,2,0,1,1,0,10,2,"Normal non-reference transaction location; Anliang Dongyi Financial Plaza, Hefei, Anhui, China",2
ACCT00950,1,0,0,1,0,3,1,Normal non-reference transaction location,1
ACCT01096,3,0,1,2,0,13,3,"Normal non-reference transaction location; 7141 Office City Dr, Houston, TX",2
ACCT00951,2,0,1,0,1,9,2,Normal non-reference transaction location,2
ACCT02408,0,0,0,0,0,0,2,,2
ACCT00953,4,1,0,1,2,17,4,"Normal non-reference transaction location; Lincoln/Juarez Bridge, Laredo, TX",4
ACCT00954,1,0,0,1,0,3,1,Normal non-reference transaction location,1
ACCT00956,3,0,1,2,0,13,3,Normal non-reference transaction location,3
ACCT00957,1,0,0,0,1,2,1,"Tamazula de Gordiano, Jalisco, Mexico",1
ACCT01327,2,0,0,0,2,4,2,"Normal non-reference transaction location; Tamazula de Gordiano, Jalisco, Mexico",2
ACCT00958,3,0,1,2,0,13,3,"Normal non-reference transaction location; Jiangsu Bangdeya New Material Technology Company, Changzhou, China; Bay of Campeche, Veracruz, Mexico",3
ACCT01187,3,1,0,2,0,16,3,"Normal non-reference transaction location; 2350 N Sam Houston Parkway East, Houston, TX; Bay of Campeche, Veracruz, Mexico",3
ACCT00959,2,1,0,0,1,12,2,"Brownsville, TX; Normal non-reference transaction location",2
ACCT00960,1,1,0,0,0,10,1,Normal non-reference transaction location,1
ACCT01560,1,1,0,0,0,10,2,Normal non-reference transaction location,2
ACCT00961,2,1,0,1,0,13,2,Normal non-reference transaction location,2
ACCT00962,3,1,0,1,1,15,3,Normal non-reference transaction location,2
ACCT01190,3,1,0,0,2,14,3,Normal non-reference transaction location,3
ACCT00963,1,0,1,0,0,7,1,Normal non-reference transaction location,1
ACCT01186,3,1,1,0,1,19,3,Normal non-reference transaction location,3
ACCT01446,3,1,0,1,1,15,3,Normal non-reference transaction location,3
ACCT00965,1,1,0,0,0,10,1,Normal non-reference transaction location,1
ACCT00967,2,0,1,0,1,9,3,Normal non-reference transaction location,2
ACCT00968,1,0,0,0,1,2,1,Normal non-reference transaction location,1
ACCT00969,1,0,1,0,0,7,1,Normal non-reference transaction location,1
ACCT00970,1,0,1,0,0,7,1,"Refineria Lazaro Cardenas del Rio, Minatitlan, Veracruz",1
ACCT00971,3,1,0,1,1,15,3,"Normal non-reference transaction location; Rancho la Lagunita, Mezquital, Durango",3
ACCT01754,3,1,0,1,1,15,3,"Normal non-reference transaction location; Rancho la Lagunita, Mezquital, Durango",3
ACCT00972,0,0,0,0,0,0,1,,1
ACCT02308,2,0,1,0,1,9,2,Normal non-reference transaction location,2
ACCT01733,3,1,1,1,0,20,3,"Normal non-reference transaction location; Veracruz de Ignacio de la Llave, Mexico",3
ACCT00976,2,0,2,0,0,14,2,Normal non-reference transaction location,2
ACCT02122,2,2,0,0,0,20,2,Normal non-reference transaction location,2
ACCT00979,1,0,0,1,0,3,1,Normal non-reference transaction location,1
ACCT01705,2,0,0,2,0,6,2,Normal non-reference transaction location,1
ACCT00980,3,1,0,0,2,14,3,"Normal non-reference transaction location; Veracruz de Ignacio de la Llave, Mexico",3
ACCT00981,2,2,0,0,0,20,2,"Normal non-reference transaction location; Yanking Blvd, Jiangtan, Jiang'an District, Wuhan, China",2
ACCT00982,2,0,1,1,0,10,2,"Normal non-reference transaction location; Tamazula de Gordiano, Jalisco, Mexico",2
ACCT01266,2,0,0,1,1,5,2,"Normal non-reference transaction location; Tamazula de Gordiano, Jalisco, Mexico",2
ACCT00983,1,0,1,0,0,7,1,Normal non-reference transaction location,1
ACCT00984,1,1,0,0,0,10,1,"San Luis, AZ",1
ACCT01643,2,1,0,0,1,12,2,"Normal non-reference transaction location; San Luis, AZ",2
ACCT00985,1,0,1,0,0,7,1,Normal non-reference transaction location,1
ACCT02437,3,1,0,2,0,16,3,Normal non-reference transaction location,3
ACCT00987,1,0,0,0,1,2,1,Normal non-reference transaction location,1
ACCT01888,2,1,0,0,1,12,2,Normal non-reference transaction location,2
ACCT00988,2,1,1,0,0,17,2,Normal non-reference transaction location,2
ACCT01448,3,0,1,2,0,13,3,"Normal non-reference transaction location; Matamoros, Tamaulipas, Mexico",3
ACCT00990,0,0,0,0,0,0,1,,1
ACCT00991,2,0,1,0,1,9,2,"Normal non-reference transaction location; Altamira, Tamaulipas, Mexico",2
ACCT01047,2,0,1,0,1,9,2,"Normal non-reference transaction location; 7141 Office City Dr, Houston, TX",2
ACCT00992,0,0,0,0,0,0,1,,1
ACCT00994,0,0,0,0,0,0,1,,1
ACCT01744,2,1,0,1,0,13,3,Normal non-reference transaction location,3
ACCT00995,0,0,0,0,0,0,1,,1
ACCT01702,2,1,0,0,1,12,3,Normal non-reference transaction location,3
ACCT00996,2,2,0,0,0,20,2,Normal non-reference transaction location,2
ACCT00997,1,0,0,0,1,2,1,Normal non-reference transaction location,1
ACCT02461,3,0,0,1,2,7,3,Normal non-reference transaction location,3
ACCT00998,1,0,0,0,1,2,1,"Yanking Blvd, Jiangtan, Jiang'an District, Wuhan, China",1
ACCT00999,1,0,0,0,1,2,2,Normal non-reference transaction location,2
ACCT01710,3,1,1,0,1,19,4,Normal non-reference transaction location,4
ACCT01000,1,1,0,0,0,10,1,Normal non-reference transaction location,1
ACCT02310,2,1,1,0,0,17,3,"Normal non-reference transaction location; Lincoln/Juarez Bridge, Laredo, TX",3
ACCT01001,2,0,1,1,0,10,2,"Normal non-reference transaction location; Heroica Matamoros, Tamaulipas, Mexico",2
ACCT01235,2,0,0,1,1,5,2,"Normal non-reference transaction location; Bay of Campeche, Veracruz, Mexico",2
ACCT01003,1,1,0,0,0,10,1,Normal non-reference transaction location,1
ACCT01803,2,1,0,1,0,13,2,"Normal non-reference transaction location; 216 Zhongshan East Rd, Shijiazhuang, Hebei, China",2
ACCT01893,4,1,2,1,0,27,4,Normal non-reference transaction location,4
ACCT01006,1,1,0,0,0,10,1,Normal non-reference transaction location,1
ACCT02030,3,2,0,1,0,23,3,Normal non-reference transaction location,2
ACCT01007,2,2,0,0,0,20,2,Normal non-reference transaction location,2
ACCT01008,1,1,0,0,0,10,1,Normal non-reference transaction location,1
ACCT01009,1,0,0,0,1,2,2,Normal non-reference transaction location,2
ACCT01011,1,0,0,0,1,2,1,"Badiraguato, Sinaloa, Mexico",1
